"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 28 16:24:03 SGT 2021","Fri May 28 16:25:38 SGT 2021","95188","","Test Suite Device: One Plus 7Pro","","Test Suite Device: One Plus 7Pro","User is able to login succesfully","User is able to login succesfully",""
